Entrada/Saída,Data,Movimentação,Produto,Instituição,Quantidade,Preço unitário,Valor da Operação
Debito,03/04/2020,Juros Sobre Capital Próprio - Transferido,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Credito,02/04/2020,Dividendo - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Debito,02/04/2020,Dividendo - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Credito,01/04/2020,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Credito,01/04/2020,Dividendo,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Credito,31/03/2020,Juros Sobre Capital Próprio,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,18 "," R$0,62 "
Credito,24/03/2020,Juros Sobre Capital Próprio - Transferido,WEGE3 - WEG S.A.,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,03 "," R$0,08 "
Debito,24/03/2020,Juros Sobre Capital Próprio - Transferido,WEGE3 - WEG S.A.,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,03 "," R$0,08 "
Credito,23/03/2020,Juros Sobre Capital Próprio - Transferido,LREN3 - LOJAS RENNER S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,07 "," R$0,25 "
Debito,23/03/2020,Juros Sobre Capital Próprio - Transferido,LREN3 - LOJAS RENNER S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,07 "," R$0,25 "
Credito,17/03/2020,Transferência - Liquidação,BOVA11 - ISHARES IBOVESPA FUNDO DE INDICE,NU INVEST CORRETORA DE VALORES S.A.,2," R$76,09 "," R$152,18 "
Credito,17/03/2020,Transferência,BOVA11 - ISHARES IBOVESPA FUNDO DE INDICE,NU INVEST CORRETORA DE VALORES S.A.,2, - , - 
Debito,17/03/2020,Transferência,BOVA11 - ISHARES IBOVESPA FUNDO DE INDICE,NU INVEST CORRETORA DE VALORES S.A.,2, - , - 
Credito,17/03/2020,Rendimento,IRDM11 - FII IRIDIUM RECEBIVEIS IMOBILIARIOS,NU INVEST CORRETORA DE VALORES S.A.,1," R$0,95 "," R$0,95 "
Credito,17/03/2020,Transferência - Liquidação,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,NU INVEST CORRETORA DE VALORES S.A.,23," R$13,44 "," R$309,12 "
Credito,17/03/2020,Transferência,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,NU INVEST CORRETORA DE VALORES S.A.,23, - , - 
Debito,17/03/2020,Transferência,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,NU INVEST CORRETORA DE VALORES S.A.,23, - , - 
Credito,13/03/2020,Juros Sobre Capital Próprio - Transferido,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,18 "," R$0,62 "
Debito,13/03/2020,Juros Sobre Capital Próprio - Transferido,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,18 "," R$0,62 "
Credito,11/03/2020,Dividendo,GGBR4 - GERDAU S.A.,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,03 "," R$0,12 "
Credito,11/03/2020,Juros Sobre Capital Próprio,WEGE3 - WEG S.A.,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,04 "," R$0,10 "
Credito,11/03/2020,Dividendo,WEGE3 - WEG S.A.,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,17 "," R$0,50 "
Credito,06/03/2020,Juros Sobre Capital Próprio,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,52 "," R$1,78 "
Credito,06/03/2020,Dividendo,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,48 "," R$1,93 "
Credito,05/03/2020,Rendimento,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4, - ," R$0,01 "
Credito,05/03/2020,Juros Sobre Capital Próprio,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,44 "," R$1,48 "
Credito,04/03/2020,Juros Sobre Capital Próprio - Transferido,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Debito,04/03/2020,Juros Sobre Capital Próprio - Transferido,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Credito,03/03/2020,Dividendo - Transferido,GGBR4 - GERDAU S.A.,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,03 "," R$0,12 "
Debito,03/03/2020,Dividendo - Transferido,GGBR4 - GERDAU S.A.,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,03 "," R$0,12 "
Credito,03/03/2020,Dividendo - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Debito,03/03/2020,Dividendo - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Credito,02/03/2020,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Credito,02/03/2020,Dividendo,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,05 "
Credito,28/02/2020,Dividendo,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,06 "," R$0,25 "
Credito,27/02/2020,Rendimento - Transferido,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4, - ," R$0,01 "
Debito,27/02/2020,Rendimento - Transferido,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4, - ," R$0,01 "
Credito,27/02/2020,Juros Sobre Capital Próprio - Transferido,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,44 "," R$1,48 "
Debito,27/02/2020,Juros Sobre Capital Próprio - Transferido,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,44 "," R$1,48 "
Credito,27/02/2020,Dividendo - Transferido,WEGE3 - WEG S.A.,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,17 "," R$0,50 "
Debito,27/02/2020,Dividendo - Transferido,WEGE3 - WEG S.A.,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,17 "," R$0,50 "
Credito,26/02/2020,Juros Sobre Capital Próprio - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,52 "," R$1,78 "
Debito,26/02/2020,Juros Sobre Capital Próprio - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,52 "," R$1,78 "
Credito,26/02/2020,Dividendo - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,48 "," R$1,93 "
Debito,26/02/2020,Dividendo - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,48 "," R$1,93 "
Debito,21/02/2020,Direitos de Subscrição - Não Exercido,IRDM12 - FII IRIDIUM RECEBIVEIS IMOBILIARIOS,NU INVEST CORRETORA DE VALORES S.A.,0, - , - 
Credito,19/02/2020,Dividendo - Transferido,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,06 "," R$0,25 "
Debito,19/02/2020,Dividendo - Transferido,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,06 "," R$0,25 "
Credito,18/02/2020,Rendimento,IRDM11 - FII IRIDIUM RECEBIVEIS IMOBILIARIOS,NU INVEST CORRETORA DE VALORES S.A.,1," R$1,04 "," R$1,04 "
Credito,07/02/2020,Juros Sobre Capital Próprio,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,42 "," R$1,08 "
Credito,06/02/2020,Direito de Subscrição,IRDM12 - FII IRIDIUM RECEBIVEIS IMOBILIARIOS,NU INVEST CORRETORA DE VALORES S.A.,0, - , - 
Credito,05/02/2020,Juros Sobre Capital Próprio - Transferido,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Debito,05/02/2020,Juros Sobre Capital Próprio - Transferido,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$0,02 "," R$0,06 "
Credito,05/02/2020,Transferência,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,2, - , - 
Debito,05/02/2020,Transferência,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,2, - , - 
Credito,05/02/2020,Transferência,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,1, - , - 
Debito,05/02/2020,Transferência,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,1, - , - 
Credito,05/02/2020,Transferência,LREN3 - LOJAS RENNER S/A,NU INVEST CORRETORA DE VALORES S.A.,2, - , - 
Debito,05/02/2020,Transferência,LREN3 - LOJAS RENNER S/A,NU INVEST CORRETORA DE VALORES S.A.,2, - , - 
Credito,05/02/2020,Transferência,MGLU3 - MAGAZINE LUIZA S/A,NU INVEST CORRETORA DE VALORES S.A.,1, - , - 
Debito,05/02/2020,Transferência,MGLU3 - MAGAZINE LUIZA S/A,NU INVEST CORRETORA DE VALORES S.A.,1, - , - 
Credito,04/02/2020,Dividendo - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,02 "," R$0,04 "
Debito,04/02/2020,Dividendo - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,02 "," R$0,04 "
Credito,03/02/2020,Transferência - Liquidação,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,2," R$32,92 "," R$65,84 "
Credito,03/02/2020,Transferência - Liquidação,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,1," R$32,78 "," R$32,78 "
Credito,03/02/2020,Dividendo,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,02 "," R$0,04 "
Credito,03/02/2020,Transferência - Liquidação,LREN3 - LOJAS RENNER S/A,NU INVEST CORRETORA DE VALORES S.A.,2," R$58,23 "," R$116,46 "
Credito,03/02/2020,Transferência - Liquidação,MGLU3 - MAGAZINE LUIZA S/A,NU INVEST CORRETORA DE VALORES S.A.,1," R$56,06 "," R$56,06 "
Credito,03/02/2020,Transferência - Liquidação,SANB4 - BANCO SANTANDER (BRASIL) S.A.,NU INVEST CORRETORA DE VALORES S.A.,4," R$20,71 "," R$82,84 "
Credito,31/01/2020,Transferência - Liquidação,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4," R$49,90 "," R$199,60 "
Credito,31/01/2020,Transferência,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4, - , - 
Debito,31/01/2020,Transferência,BBAS3 - BANCO DO BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,4, - , - 
Credito,31/01/2020,Transferência - Liquidação,MDIA3 - M.DIAS BRANCO S/A INDUSTRIA E COMERCIO DE ALIMENTOS,NU INVEST CORRETORA DE VALORES S.A.,3," R$42,37 "," R$127,11 "
Credito,31/01/2020,Transferência,MDIA3 - M.DIAS BRANCO S/A INDUSTRIA E COMERCIO DE ALIMENTOS,NU INVEST CORRETORA DE VALORES S.A.,3, - , - 
Debito,31/01/2020,Transferência,MDIA3 - M.DIAS BRANCO S/A INDUSTRIA E COMERCIO DE ALIMENTOS,NU INVEST CORRETORA DE VALORES S.A.,3, - , - 
Credito,31/01/2020,Transferência - Liquidação,MGLU3 - MAGAZINE LUIZA S/A,NU INVEST CORRETORA DE VALORES S.A.,1," R$57,80 "," R$57,80 "
Credito,31/01/2020,Transferência,MGLU3 - MAGAZINE LUIZA S/A,NU INVEST CORRETORA DE VALORES S.A.,1, - , - 
Debito,31/01/2020,Transferência,MGLU3 - MAGAZINE LUIZA S/A,NU INVEST CORRETORA DE VALORES S.A.,1, - , - 
Credito,31/01/2020,Transferência - Liquidação,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,NU INVEST CORRETORA DE VALORES S.A.,4," R$28,91 "," R$115,64 "
Credito,31/01/2020,Transferência,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,NU INVEST CORRETORA DE VALORES S.A.,4, - , - 
Debito,31/01/2020,Transferência,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,NU INVEST CORRETORA DE VALORES S.A.,4, - , - 
Credito,31/01/2020,Transferência - Liquidação,VVAR3 - VIA VAREJO S.A.,NU INVEST CORRETORA DE VALORES S.A.,7," R$14,71 "," R$102,97 "
Credito,31/01/2020,Transferência,VVAR3 - VIA VAREJO S.A.,NU INVEST CORRETORA DE VALORES S.A.,7, - , - 
Debito,31/01/2020,Transferência,VVAR3 - VIA VAREJO S.A.,NU INVEST CORRETORA DE VALORES S.A.,7, - , - 
Credito,17/01/2020,Rendimento,IRDM11 - FII IRIDIUM RECEBIVEIS IMOBILIARIOS,NU INVEST CORRETORA DE VALORES S.A.,1," R$0,80 "," R$0,80 "
Credito,07/01/2020,Transferência - Liquidação,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,2," R$37,33 "," R$74,66 "
Credito,07/01/2020,Transferência,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,2, - , - 
Debito,07/01/2020,Transferência,BBDC4 - BANCO BRADESCO S/A,NU INVEST CORRETORA DE VALORES S.A.,2, - , - 
Credito,07/01/2020,Transferência - Liquidação,GGBR4 - GERDAU S.A.,NU INVEST CORRETORA DE VALORES S.A.,4," R$20,39 "," R$81,56 "
Credito,07/01/2020,Transferência,GGBR4 - GERDAU S.A.,NU INVEST CORRETORA DE VALORES S.A.,4, - , - 
Debito,07/01/2020,Transferência,GGBR4 - GERDAU S.A.,NU INVEST CORRETORA DE VALORES S.A.,4, - , - 
Credito,07/01/2020,Transferência - Liquidação,IRDM11 - FII IRIDIUM RECEBIVEIS IMOBILIARIOS,NU INVEST CORRETORA DE VALORES S.A.,1," R$141,19 "," R$141,19 "
Credito,03/01/2020,Dividendo - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,02 "," R$0,04 "
Debito,03/01/2020,Dividendo - Transferido,ITUB4 - ITAU UNIBANCO HOLDING S/A,NU INVEST CORRETORA DE VALORES S.A.,3," R$0,02 "," R$0,04 "
Credito,03/01/2020,Juros Sobre Capital Próprio - Transferido,MGLU3 - MAGAZINE LUIZA S/A,NU INVEST CORRETORA DE VALORES S.A.,2," R$0,04 "," R$0,06 "
Debito,03/01/2020,Juros Sobre Capital Próprio - Transferido,MGLU3 - MAGAZINE LUIZA S/A,NU INVEST CORRETORA DE VALORES S.A.,2," R$0,04 "," R$0,06 "
